file,count,avg_viability,avg_circularity,avg_intensity,radius (area / pi),pct_analyzed,background_intenstiy,avg_area
image_000.png,38,53.17,0.48,165.36,,14.998334294317381,208.72740092917473,6160.76
image_001.png,53,48.7,0.49604,154.78,,15.760074316099686,202.48881748744975,4641.49
image_002.png,39,31.44,0.48333,151.73,,12.718623870843743,210.3340028811329,5090.38
image_003.png,83,82.37,0.4512,157.44,,26.828432314690243,179.35687973225598,5045.36
image_004.png,40,74.34,0.4705,177.29,,16.98302261515792,208.4763244103516,6627.2
image_005.png,7,66.92,0.37857,189.61,,1.2349926324556346,224.45467348999014,2753.86
image_006.png,23,77.31,0.51261,182.17,,9.386059324748542,211.06300267189772,6369.87
image_007.png,25,60.42,0.5096,169.32,,13.922032160932796,207.79616879621076,8692.36
image_008.png,6,77.71,0.45667,200.62,,1.4975975398808379,228.99821926710993,3896.0
image_009.png,79,85.07,0.48266,163.01,,27.795630725863283,183.8718051962773,5491.92
image_010.png,24,47.28,0.49917,163.82,,11.720738035748607,210.45620431899596,7622.88
image_011.png,42,57.57,0.50357,173.96,,16.205202126978023,216.25165011751034,6022.55
image_012.png,67,82.21,0.46403,156.85,,25.190787366263052,178.3730742750305,5868.7
image_013.png,42,55.56,0.45048,169.03,,19.10353001473509,211.47516602864377,7099.69
image_014.png,79,84.38,0.44291,161.16,,22.94073931706067,183.5376567633632,4532.68
image_015.png,69,82.81,0.46565,157.07,,25.7941572169902,180.02952117931378,5835.09
image_016.png,62,86.18,0.42871,161.64,,19.023255813953487,182.56420613909708,4789.26
image_017.png,27,47.48,0.49593,163.64,,14.961304375680697,210.50241924079273,8649.3
image_018.png,17,68.2,0.49824,168.43,,7.819911589467615,202.47893803773357,7180.06
image_019.png,67,90.3,0.46313,161.81,,24.8394515984368,179.41903039118787,5786.85
image_020.png,6,84.27,0.415,195.0,,2.0958421423537703,216.41864053238402,5452.33
image_021.png,46,64.57,0.48348,166.93,,20.295854955474404,201.46029808575264,6886.91
image_022.png,24,39.01,0.46042,157.19,,11.159715548721891,210.44499055440707,7258.0
image_023.png,2,71.84,0.465,176.99,,0.8543788839771925,208.8823021724409,6668.0
image_024.png,39,92.02,0.42308,170.11,,4.805881222371709,184.54262049837817,1923.46
image_025.png,24,93.21,0.45333,174.19,,8.358062656159907,181.68335231567806,5435.88
image_026.png,4,95.39,0.3625,197.36,,1.974117496316228,212.05395353071484,7703.5
image_027.png,58,81.71,0.45276,155.15,,18.409891729130628,178.56473963430196,4954.48
image_028.png,23,47.06,0.51174,160.86,,11.527067717342558,207.6220852943065,7822.87
image_029.png,31,84.82,0.43935,166.58,,10.24633224421808,182.71631939150527,5159.19
image_030.png,21,46.42,0.50333,164.9,,11.59094112371068,212.04333742811957,8615.38
image_031.png,20,72.12,0.488,171.15,,14.153373054007304,201.949686882665,11046.0
image_032.png,49,87.13,0.4551,151.59,,18.42110320968672,156.07898148274498,5868.06
image_033.png,73,83.57,0.44548,150.41,,21.340316484079697,172.20472395313425,4563.03
image_034.png,21,81.29,0.43143,178.45,,10.852392850278687,202.31636854241506,8066.43
image_035.png,21,51.99,0.52714,160.2,,9.02620283169966,204.07006779113053,6709.05
image_036.png,20,46.33,0.511,155.51,,10.095649945544237,202.71034485135243,7879.15
image_037.png,51,87.7,0.43647,154.2,,22.49272855403934,171.14389138927262,6884.1
image_038.png,63,80.35,0.47381,148.29,,20.13844576846691,170.55168132612596,4989.54
image_039.png,16,66.65,0.49,166.1,,7.043820872573516,200.01692929376523,6871.69
image_040.png,43,82.81,0.44209,146.04,,21.40829008905119,165.37929532100046,7771.21
image_041.png,16,50.0,0.53313,155.39,,7.297072201934782,200.38734860701345,7118.75
